x_i	y_i	z_i	Ekin

-1.5438694642166935	-0.894558377168468	-0.5724454014844554	6.079824329695365
-1.1788137941371597	-0.8429798407496539	-0.631551860201211	1.4785293127582695
-0.7488597628581353	-0.9040018199857848	-0.6302550928052345	1.434877873615849
-0.40821503969195444	-0.8983582131288487	-0.6116644592431909	1.5729351468929287
-0.013164513610061598	-0.882047124618298	-0.6262324048365376	0.446513584898641
-1.289808701193509	-0.5621558614068902	-0.6376489838570499	2.1503648896425474
-0.9243304716236278	-0.525146253916139	-0.6046101896703115	2.616287950021511
-0.5127889780668594	-0.5248958383744591	-0.6103433418606763	4.576415752913456
-0.130663298152909	-0.537750300369924	-0.6576066302051891	3.9592315637813185
0.16916464026743533	-0.52415043526532	-0.6437389257094583	2.3570960970760892
-1.1721745942747068	-0.23648161405898138	-0.6508420041645968	3.6032447241525936
-0.7432131321635809	-0.16483193900049542	-0.642793530918407	6.4093854988274215
-0.40441087158406036	-0.19677994345481137	-0.6500222768851476	3.222312954466298
3.7121271153897634E-5	-0.19086296381366238	-0.670241268284664	6.456832983679215
0.3637918828540819	-0.23271382179073455	-0.6306286850586112	0.7719725965207729
-0.9904003720248361	0.13044617596702177	-0.5933219275595523	6.792883051742095
-0.5837019409573373	0.1287144920420432	-0.6249702922129636	1.1352081008910273
-0.154691213511027	0.06212197562452314	-0.6419398501990662	0.9065773258261516
0.158929421519529	0.10777979116520003	-0.5848289778051359	2.6757371956165494
0.5780622142126012	0.1130645225205908	-0.6570494498450226	2.485548069324868
-0.7731260166126854	0.4257456220489289	-0.6079362060932352	0.6994412446575503
-0.39192798028024745	0.45507403520451845	-0.6356910762348406	1.0818979232226735
-0.031069208579987566	0.4628940140800956	-0.652598090498207	4.808846688297205
0.35132181199186874	0.4614085266991797	-0.569002475836936	6.903678253855408
0.7418645585629717	0.4073983483047017	-0.58621502615501	3.878527490642167
-1.3063668869138114	-0.7978289599121833	-0.3214537689180526	2.151036466367642
-0.9742224696130288	-0.7646519255284243	-0.3175259910324276	0.44865808642556154
-0.5523346345766558	-0.799008078607259	-0.35317334926924054	3.234691317271887
-0.13776894030625228	-0.7450596597731755	-0.31772613357912693	6.0859232061697295
0.20395420040010612	-0.791618894075008	-0.3302170088182412	2.4238441456940167
-1.1106976437731966	-0.46747757795882333	-0.27460154660956243	3.486294110894383
-0.746199902959801	-0.44513062441487616	-0.3255975850888043	0.8342829923724393
-0.3681131042536154	-0.5098919835935192	-0.3395567731313713	6.896953314711458
0.030765911883529295	-0.42769425418192525	-0.33680333727570666	1.6469795251193307
0.34729267902075966	-0.4718374445560871	-0.3418714512237966	4.128910369623901
-0.9647183047346556	-0.08541412772994579	-0.28637891059581616	1.9438792549509967
-0.5979990508883408	-0.1511453853961508	-0.35906386448682465	4.735899620835889
-0.162523762178184	-0.1418212486584575	-0.32329099759078905	3.09637174856069
0.17342025333908614	-0.14666240786890486	-0.34053494229341397	2.501452564909384
0.5593292561890852	-0.08590055516877203	-0.2939456876482231	0.6964485456391775
-0.8155110992712136	0.1914728326310051	-0.35348415570887654	2.585453721062996
-0.34596255090819555	0.18492000277143802	-0.28019895943348566	1.1474642840965925
-0.04215526653554998	0.1910030451402174	-0.3225904955839009	2.043062676378269
0.41277434358515774	0.19406663225833962	-0.3360558242070633	2.9386842995919626
0.81290236603375	0.2515624415105259	-0.29111291665437666	3.5430691872717888
-0.5385681606525106	0.5148286950600329	-0.23723006540718694	13.31477529715544
-0.14944480613536676	0.5337409514488336	-0.3537213862543911	5.166891308122784
0.23632656429677074	0.513166388044329	-0.24642068177637313	7.696557016867052
0.5420686327626859	0.5595001707213766	-0.2613524268131771	2.0791132556450043
0.9082982135185671	0.5355184124694458	-0.32620918763464063	2.6609202931439815
-1.0994972718179135	-0.7116374156391722	0.04472776379672245	12.363205891830471
-0.7323144206484038	-0.6304782149174399	-0.026411970007346502	3.016232466989047
-0.40991365710950867	-0.6922492476016311	-0.057997399486471195	8.409685659402651
0.023479667740914777	-0.6487359929627395	0.027179700672086953	1.9301031752566769
0.39791387732452366	-0.6888082703750722	-0.04438399567656327	5.5771830100881195
-0.9729573975048834	-0.34190094323003917	-0.013851143186535774	0.707513544221117
-0.5259168329541818	-0.3639451709981121	0.027132229363093	6.232682028898371
-0.17516897213653773	-0.3041046750398265	0.04242868968459236	0.44448573763645055
0.1659147437190968	-0.3647312619891736	-0.03428121130372757	3.7153752376308424
0.589920006057672	-0.29183642843196206	-0.023885227253792243	0.7801987155505673
-0.7948443721292313	-0.020601343843986767	-0.01083847497984517	2.2347097124411173
-0.39016712107154017	0.0031194602207989465	-0.03707266688019413	2.770801729535414
0.013557981163239797	-0.05939401290935836	-0.023181460654006596	4.738043532811
0.33896355012852947	-0.04179171430336336	-0.015946253773424318	5.479677674934396
0.722165808338875	-0.017846625274822937	-0.029977743829141184	1.4040342561722194
-0.5257026964711382	0.314779735189498	0.03645441581651152	2.9298004496296284
-0.19699086962225812	0.2653106501321495	-0.006566878412061288	5.412710873914773
0.17257831752355315	0.33503065800926546	-0.0013154389753573784	1.230437627838882
0.6135223985133013	0.31670996136273627	0.02968868568657264	3.6539894635305084
0.9380751100262391	0.34982152201585204	0.0062297032284883945	0.6614766728058272
-0.3638032351182484	0.6911101122759212	0.030146883624223422	1.830594781384563
0.026539669597813793	0.6757267666869705	0.031281817077547194	3.7258179780518406
0.406769708538673	0.6365078578344417	0.03632679033401255	3.0942656655903265
0.7193455393314296	0.6309029367790545	-0.01607816146164241	0.8531485618647713
1.1033564484001828	0.6336978072920516	0.030788115611122827	4.127537073461597
-0.9195051441800184	-0.5358178901225593	0.3360278313830213	1.1004168159427838
-0.6111094902398184	-0.5241775170889025	0.33458582436226375	2.1272738880738116
-0.16725378699130214	-0.5661965537939464	0.31680402734345897	1.510134714362791
0.23970231260940492	-0.5351696393329313	0.31811133632453453	4.727096500611646
0.6140226453086225	-0.5798156732385854	0.33625532186631335	5.311505206660005
-0.8092193125702666	-0.2020163614596454	0.34628965298482606	7.189477706578411
-0.3436410092462472	-0.20042969065234048	0.29588840620016554	1.7659169005089794
-0.01890091414524767	-0.20102366567504037	0.2889373546987007	0.9109193318438722
0.35092039833977096	-0.20876834717141127	0.33023830474024973	2.2845471803731585
0.7391348028691365	-0.25099097875362286	0.32587516843205233	2.3889241052556978
-0.5329476635986973	0.0985194746110627	0.25782036593429936	5.700294500137378
-0.1612936639297444	0.13732756100755852	0.3419657707704732	0.9140464223407582
0.1663316610652588	0.10422148387938314	0.2716140342091996	3.2048425292727614
0.5848512024180257	0.09943262646699211	0.2876756550051287	0.9241624326767747
0.9068595435826663	0.1278682468128193	0.28288627770825214	4.318237100239861
-0.3520162895178182	0.44479509821735436	0.288296439245005	2.123615092008726
-0.014378893893254155	0.41550705398500565	0.34048952228834123	0.9191320265762212
0.39578652571753786	0.4420383698450001	0.29118791525788507	0.653966703145129
0.778117438495778	0.4729363892645144	0.31848575393415324	2.7110755274310927
1.1607140539895955	0.4182110429921153	0.28726931513964626	2.4108351782352466
-0.2096418962002479	0.7949438692052606	0.27838631628915483	3.1204606884526638
0.2409091109563807	0.7615293947768239	0.344579345160069	5.2521708883497125
0.6156197783579691	0.7606527257137267	0.2980606905862046	3.5200870224309675
0.9786261124045376	0.7941297810261201	0.3142170267568178	2.013715813990636
1.380376175006889	0.7489452769980142	0.3128409824264086	5.444428855868106
-0.7553847984825653	-0.4577959071660435	0.6297489245068927	1.1890842210383876
-0.39934141122401107	-0.4727239636402543	0.5693777106896419	5.719329644196035
0.03052108246834076	-0.4564560839870032	0.6088282322642861	2.3365671196880093
0.35789449958723524	-0.43129666064053	0.6520596477027552	2.4518694717327874
0.737366090694178	-0.460161616594403	0.5973376842722705	1.0366068227019496
-0.5427104242689412	-0.15920038086805785	0.6352103677770643	5.973900139068684
-0.13437792713821525	-0.161229673812658	0.6410081397245918	9.974635640961626
0.2166119958823475	-0.08207482538587951	0.64192614826616	2.1151006913618007
0.5915014187747535	-0.12403329062684211	0.6800964727731383	7.365870515331163
0.910396982912769	-0.07758450565985163	0.5974510556490383	5.007801261997669
-0.3354685259798207	0.24266763105617986	0.6435176836233358	2.309898832810915
-0.010376099046197738	0.22004224761632574	0.6100153521706317	0.1507497250658711
0.3611871053360164	0.1973185031313362	0.6042456350060682	1.1606765417610048
0.7667479516143891	0.23499928276133208	0.6666152279290087	4.553720783036216
1.0918117747424485	0.26405961452355065	0.5915479115381478	8.398124848563608
-0.22325302529001115	0.5206817163618864	0.6052426779247919	1.2956237723201176
0.2191154708804736	0.5934062119351272	0.5997234073204791	0.7398012226566483
